Report of testing
======================General information===================
Total number of different cases: 1016
proportional: 1016
unproportional: 0
zeroDerivations: 0
correct answers number: 1016
incorrect answers number: 0
Average K: 2.0
Max K: 2
Average time per process: 382.3039162158966
average time per test: 4.497693131951725
======================Special cases=========================
=======================Incorrect answers=========================
=======================Zero derivations=========================
=======================Unproportional derivations=========================
=====================Proportional derivations==================
145):  (1, 5, 6, 1, 0, 13):  GIVEN_DERIVATION : [0, 13*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(4*x**7 + 7*x**6 + 7*x**5 + 9*x**4 + 2*x**3 + 7*x**2 + x + 4)] |-----|
146):  (11, 8, 2, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(8*x**3 + 9*x**2 + 3*x + 2)] |-----|
147):  (4, 2, 15, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(7*x**16 + 8*x**15 + 2*x**14 + 8*x**13 + 7*x**12 + 4*x**11 + 4*x**10 + 6*x**9 + 2*x**8 + 3*x**7 + 3*x**6 + 4*x**5 + x**4 + 2*x**3 + 5*x**2 + 4*x + 6)] |-----|
148):  (14, 15, 12, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(2*x**13 + 7*x**12 + 9*x**11 + 9*x**10 + 3*x**9 + 9*x**8 + 2*x**7 + x**6 + 3*x**5 + x**4 + 7*x**3 + 6*x**2 + 6*x + 1)] |-----|
149):  (14, 15, 10, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(6*x**11 + 4*x**10 + 9*x**9 + x**8 + x**7 + 2*x**6 + 5*x**5 + 2*x**4 + x**3 + 8*x**2 + 3*x + 2)] |-----|
150):  (14, 10, 8, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(x**9 + 7*x**8 + 4*x**7 + 2*x**6 + x**5 + 4*x**4 + 5*x**3 + x**2 + 9*x + 1)] |-----|
151):  (1, 13, 2, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(5*x**3 + 5*x**2 + 8*x + 3)] |-----|
152):  (4, 15, 11, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(x**12 + 5*x**11 + 8*x**10 + x**9 + 2*x**8 + 9*x**7 + 8*x**6 + 2*x**5 + 7*x**4 + 3*x**3 + x**2 + 4*x + 8)] |-----|
153):  (12, 10, 2, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(2*x**3 + x**2 + 6*x + 5)] |-----|
154):  (10, 1, 12, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(2*x**13 + x**12 + 2*x**11 + 3*x**10 + 2*x**9 + 6*x**8 + 7*x**7 + 8*x**6 + 6*x**5 + 4*x**4 + 3*x**3 + 3*x**2 + 2*x + 4)] |-----|
155):  (14, 4, 1, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(3*x**2 + 8*x + 5)] |-----|
156):  (5, 8, 11, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(5*x**12 + 3*x**11 + 2*x**10 + 3*x**9 + 6*x**8 + 8*x**7 + 9*x**6 + 2*x**5 + 8*x**4 + 4*x**3 + 2*x**2 + 5*x + 1)] |-----|
157):  (14, 11, 12, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(2*x**13 + 7*x**12 + 8*x**11 + 6*x**10 + x**9 + 5*x**8 + 5*x**7 + 8*x**6 + 6*x**5 + x**4 + 7*x**3 + 9*x**2 + 8*x + 6)] |-----|
158):  (9, 7, 15, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(9*x**16 + 4*x**15 + 6*x**14 + 6*x**13 + 9*x**12 + x**11 + 4*x**10 + 2*x**9 + 9*x**8 + 6*x**7 + 3*x**6 + 5*x**5 + 9*x**4 + 3*x**3 + x**2 + 5*x + 7)] |-----|
159):  (11, 10, 14, 1, 0, 1):  GIVEN_DERIVATION : [0, x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(3*x**15 + 5*x**14 + 3*x**13 + 8*x**12 + 9*x**11 + 8*x**10 + 4*x**9 + 2*x**8 + 8*x**7 + 4*x**6 + 5*x**5 + 7*x**4 + 7*x**3 + x**2 + 3*x + 3)] |-----|
160):  (2, 2, 3, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(x**4 + 7*x**3 + 3*x**2 + 7*x + 4)] |-----|
161):  (8, 1, 13, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(5*x**14 + 8*x**13 + 9*x**12 + 9*x**11 + 3*x**10 + 6*x**9 + 9*x**8 + 8*x**7 + 5*x**6 + 3*x**5 + 9*x**4 + 4*x**3 + 4*x**2 + 4*x + 4)] |-----|
162):  (15, 8, 2, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(7*x**3 + 4*x**2 + 2*x + 7)] |-----|
163):  (11, 7, 1, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(5*x**2 + 6*x + 2)] |-----|
164):  (11, 1, 14, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(2*x**15 + 5*x**14 + 3*x**13 + 3*x**12 + 5*x**11 + 2*x**10 + 3*x**9 + x**8 + x**7 + 4*x**6 + 4*x**5 + 8*x**4 + 6*x**3 + 2*x**2 + 4*x + 7)] |-----|
165):  (6, 10, 12, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(5*x**13 + x**12 + 6*x**11 + x**10 + 7*x**9 + 9*x**8 + 9*x**7 + 5*x**6 + 9*x**5 + x**4 + 9*x**3 + 7*x**2 + 4*x + 3)] |-----|
166):  (13, 4, 5, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(7*x**6 + 7*x**5 + 6*x**4 + 8*x**3 + x**2 + x + 9)] |-----|
167):  (15, 6, 15, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(9*x**16 + 8*x**15 + 6*x**14 + 7*x**13 + 9*x**12 + 6*x**11 + x**10 + 9*x**9 + x**8 + 8*x**7 + 8*x**6 + 3*x**5 + 8*x**4 + 6*x**3 + 9*x**2 + 3*x + 8)] |-----|
168):  (11, 12, 9, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(x**10 + 4*x**9 + 4*x**8 + 6*x**7 + x**6 + 3*x**5 + 9*x**4 + 2*x**3 + 7*x**2 + 3*x + 1)] |-----|
169):  (11, 12, 5, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(6*x**6 + 9*x**5 + x**4 + 7*x**3 + 5*x**2 + 7*x + 4)] |-----|
170):  (6, 4, 4, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(5*x**5 + 8*x**4 + 3*x**3 + x**2 + 2*x + 5)] |-----|
171):  (3, 12, 1, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(2*x**2 + 9*x + 3)] |-----|
172):  (3, 2, 8, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(4*x**9 + 2*x**8 + x**7 + 6*x**6 + 8*x**5 + 6*x**4 + 5*x**3 + 2*x**2 + 2*x + 6)] |-----|
173):  (3, 8, 7, 1, 0, -15):  GIVEN_DERIVATION : [0, -15*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(4*x**8 + 3*x**7 + 6*x**6 + 7*x**5 + x**4 + 2*x**3 + 2*x**2 + 7*x + 2)] |-----|
174):  (10, 2, 5, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(6*x**6 + 4*x**5 + 2*x**4 + 9*x**3 + 9*x**2 + 2*x + 4)] |-----|
175):  (15, 13, 13, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(3*x**14 + 3*x**13 + 3*x**12 + 6*x**11 + 3*x**10 + 8*x**9 + 7*x**8 + 9*x**7 + 7*x**6 + 7*x**5 + 4*x**4 + 2*x**3 + 3*x**2 + 2*x + 1)] |-----|
176):  (15, 10, 12, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(6*x**13 + 7*x**12 + 9*x**11 + 6*x**10 + 8*x**9 + 7*x**8 + x**7 + 9*x**6 + 4*x**5 + 4*x**4 + 6*x**3 + 2*x**2 + 5*x + 3)] |-----|
177):  (10, 10, 11, 1, 0, -15):  GIVEN_DERIVATION : [0, -15*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(8*x**12 + x**11 + 5*x**10 + 7*x**9 + 8*x**8 + 2*x**7 + 7*x**6 + 6*x**5 + 3*x**4 + 3*x**3 + 5*x**2 + 2*x + 5)] |-----|
178):  (1, 9, 8, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(5*x**9 + 5*x**8 + 6*x**7 + 5*x**6 + 3*x**5 + 2*x**4 + x**3 + 7*x**2 + 8*x + 4)] |-----|
179):  (5, 13, 5, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(x**6 + x**5 + 8*x**4 + 7*x**3 + 5*x**2 + 9*x + 7)] |-----|
180):  (11, 15, 15, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(9*x**16 + 8*x**15 + 8*x**14 + 6*x**13 + 4*x**12 + 6*x**11 + 3*x**10 + 6*x**9 + 6*x**8 + 9*x**7 + x**6 + 6*x**5 + 6*x**4 + 5*x**3 + 6*x**2 + 7*x + 5)] |-----|
181):  (8, 5, 10, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(8*x**11 + 7*x**10 + 2*x**9 + 7*x**8 + x**7 + 5*x**6 + 2*x**5 + 5*x**4 + 3*x**3 + 9*x**2 + x + 1)] |-----|
182):  (2, 2, 5, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(x**6 + 8*x**5 + 9*x**4 + 6*x**3 + 7*x**2 + 8*x + 9)] |-----|
183):  (3, 9, 6, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(2*x**7 + 4*x**6 + x**5 + 3*x**4 + 2*x**3 + x**2 + 8*x + 6)] |-----|
184):  (13, 13, 1, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(x**2 + 4*x + 2)] |-----|
185):  (15, 13, 14, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(5*x**15 + 4*x**14 + 2*x**13 + 4*x**12 + 7*x**11 + 2*x**10 + 9*x**9 + 5*x**8 + 7*x**7 + 5*x**6 + 2*x**5 + x**4 + x**3 + 2*x**2 + 5*x + 9)] |-----|
186):  (5, 1, 14, 1, 0, -11):  GIVEN_DERIVATION : [0, -11*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(8*x**15 + 4*x**14 + 5*x**13 + 2*x**12 + 2*x**11 + 2*x**10 + 6*x**9 + 3*x**8 + 3*x**7 + 9*x**6 + 6*x**5 + 9*x**4 + 3*x**3 + 3*x**2 + 7*x + 9)] |-----|
187):  (11, 2, 5, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(5*x**6 + 4*x**5 + 3*x**4 + 2*x**3 + 9*x**2 + 6*x + 4)] |-----|
188):  (8, 9, 10, 1, 0, 1):  GIVEN_DERIVATION : [0, x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(2*x**11 + x**10 + 2*x**9 + 4*x**8 + 7*x**7 + 4*x**6 + 5*x**5 + 6*x**4 + 8*x**3 + 8*x**2 + 8*x + 4)] |-----|
189):  (11, 3, 10, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(5*x**11 + x**10 + 6*x**9 + 5*x**8 + 6*x**7 + 9*x**6 + 9*x**5 + x**4 + 4*x**3 + 4*x**2 + 5*x + 7)] |-----|
190):  (15, 12, 9, 1, 0, 3):  GIVEN_DERIVATION : [0, 3*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(9*x**10 + 2*x**9 + 6*x**8 + 2*x**7 + 5*x**6 + 3*x**5 + 5*x**4 + 9*x**3 + 5*x**2 + 5*x + 4)] |-----|
191):  (8, 11, 3, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(6*x**4 + 9*x**3 + 9*x**2 + 9*x + 5)] |-----|
192):  (6, 15, 10, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(6*x**11 + 2*x**10 + 7*x**9 + 8*x**8 + 4*x**7 + 3*x**6 + 4*x**5 + 8*x**4 + 6*x**3 + 5*x**2 + 7*x + 7)] |-----|
193):  (11, 10, 8, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(7*x**9 + 3*x**8 + 5*x**7 + 2*x**6 + 3*x**5 + x**4 + 4*x**3 + x**2 + 3*x + 1)] |-----|
194):  (5, 5, 11, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(2*x**12 + 4*x**11 + 4*x**10 + 3*x**9 + 8*x**8 + 3*x**7 + 6*x**6 + 6*x**5 + 4*x**4 + 8*x**3 + 8*x**2 + 5*x + 4)] |-----|
195):  (2, 5, 1, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(9*x**2 + 7*x + 6)] |-----|
196):  (6, 4, 11, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(5*x**12 + 7*x**11 + 9*x**10 + 3*x**9 + x**8 + 2*x**7 + 8*x**6 + 4*x**5 + 8*x**4 + 4*x**3 + 6*x**2 + 2*x + 9)] |-----|
197):  (9, 14, 7, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(4*x**8 + 4*x**7 + 7*x**6 + 4*x**5 + 9*x**4 + 6*x**3 + x**2 + 8*x + 2)] |-----|
198):  (1, 11, 10, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(7*x**11 + 3*x**10 + 5*x**9 + 9*x**8 + 9*x**7 + 5*x**6 + 6*x**5 + 6*x**4 + 7*x**3 + 5*x**2 + 3*x + 1)] |-----|
199):  (7, 14, 14, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(x**15 + 3*x**14 + 3*x**13 + 6*x**12 + 7*x**11 + x**10 + 8*x**9 + 8*x**8 + 2*x**7 + 2*x**6 + 7*x**5 + 3*x**4 + x**3 + 4*x**2 + 7*x + 4)] |-----|
200):  (1, 4, 1, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(3*x**2 + 8*x + 9)] |-----|
201):  (3, 4, 9, 1, 0, -4):  GIVEN_DERIVATION : [0, -4*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(7*x**10 + 4*x**9 + 4*x**8 + 7*x**7 + x**6 + 3*x**5 + x**4 + 2*x**3 + x**2 + 7*x + 3)] |-----|
202):  (5, 7, 13, 1, 0, -15):  GIVEN_DERIVATION : [0, -15*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(9*x**14 + 4*x**13 + 6*x**12 + 3*x**11 + 9*x**10 + 2*x**9 + 4*x**8 + 7*x**7 + 3*x**6 + 6*x**5 + 4*x**4 + 6*x**3 + 6*x**2 + 9*x + 3)] |-----|
203):  (6, 13, 1, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(9*x**2 + 8*x + 6)] |-----|
204):  (11, 3, 3, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(5*x**4 + 7*x**3 + 8*x**2 + 8*x + 8)] |-----|
205):  (1, 5, 4, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(8*x**5 + 2*x**4 + 5*x**3 + 7*x**2 + 9*x + 1)] |-----|
206):  (13, 3, 10, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(6*x**11 + 2*x**10 + 5*x**9 + 2*x**8 + 2*x**7 + 6*x**6 + 6*x**5 + 2*x**4 + 9*x**3 + 5*x**2 + 2*x + 1)] |-----|
207):  (3, 5, 13, 1, 0, -4):  GIVEN_DERIVATION : [0, -4*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(8*x**14 + x**13 + 3*x**12 + 5*x**11 + 7*x**10 + 5*x**9 + x**8 + 9*x**7 + 7*x**6 + 8*x**5 + 5*x**4 + 4*x**3 + x**2 + 6*x + 5)] |-----|
208):  (8, 7, 13, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(x**14 + 7*x**13 + 2*x**12 + 3*x**11 + 6*x**10 + 2*x**9 + 9*x**8 + 8*x**7 + 8*x**6 + 6*x**5 + 9*x**4 + 9*x**3 + 9*x**2 + 2*x + 6)] |-----|
209):  (9, 12, 5, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(2*x**6 + 8*x**5 + 6*x**4 + 2*x**3 + 7*x**2 + 2*x + 4)] |-----|
210):  (5, 6, 7, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(7*x**8 + x**7 + 6*x**6 + 7*x**5 + 3*x**4 + 3*x**3 + 3*x**2 + 2*x + 5)] |-----|
211):  (9, 4, 15, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(2*x**16 + 8*x**15 + 2*x**14 + 6*x**13 + 5*x**12 + 5*x**11 + 8*x**10 + 7*x**9 + 2*x**8 + 9*x**7 + x**6 + 5*x**5 + 9*x**4 + 6*x**3 + 3*x**2 + 6*x + 1)] |-----|
212):  (4, 7, 15, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(8*x**16 + 2*x**15 + 8*x**14 + 5*x**13 + x**12 + 4*x**11 + 2*x**10 + x**9 + 6*x**8 + 7*x**7 + 5*x**6 + 4*x**5 + 5*x**4 + x**3 + 7*x**2 + x + 4)] |-----|
213):  (6, 11, 10, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(8*x**11 + x**10 + 6*x**9 + 3*x**8 + 8*x**7 + 8*x**6 + 5*x**5 + 7*x**4 + 7*x**3 + 3*x**2 + 2*x + 7)] |-----|
214):  (13, 6, 15, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(7*x**16 + 3*x**15 + 5*x**14 + 8*x**13 + 5*x**12 + 7*x**11 + 5*x**10 + 7*x**9 + 5*x**8 + 8*x**7 + 4*x**6 + 2*x**5 + x**4 + 6*x**3 + 5*x**2 + 3*x + 2)] |-----|
215):  (6, 15, 4, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(8*x**5 + 7*x**4 + x**3 + 6*x**2 + 2*x + 5)] |-----|
216):  (11, 8, 7, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(x**8 + 3*x**7 + 9*x**6 + 5*x**5 + 3*x**4 + 5*x**3 + 7*x**2 + 3*x + 2)] |-----|
217):  (13, 4, 1, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(5*x**2 + x + 4)] |-----|
218):  (1, 12, 1, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, 3*y*(3*x**2 + 2*x + 1)] |-----|
219):  (4, 2, 1, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(7*x**2 + 9*x + 7)] |-----|
220):  (12, 6, 9, 1, 0, 3):  GIVEN_DERIVATION : [0, 3*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(5*x**10 + 8*x**9 + 9*x**8 + 3*x**7 + 2*x**6 + x**5 + 7*x**4 + 6*x**3 + 3*x**2 + 4*x + 9)] |-----|
221):  (2, 1, 2, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(7*x**3 + 7*x**2 + 3*x + 7)] |-----|
222):  (9, 3, 12, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(x**13 + 4*x**12 + 4*x**11 + 5*x**10 + x**9 + 4*x**8 + 9*x**7 + 7*x**6 + 6*x**5 + 2*x**4 + 6*x**3 + 9*x**2 + 2*x + 1)] |-----|
223):  (7, 14, 4, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(7*x**5 + 8*x**4 + 3*x**3 + 3*x**2 + 8*x + 4)] |-----|
224):  (5, 15, 13, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(3*x**14 + 6*x**13 + x**12 + 6*x**11 + 7*x**10 + 4*x**9 + 2*x**8 + 3*x**7 + 3*x**6 + 9*x**5 + 6*x**4 + 7*x**3 + 7*x**2 + 9*x + 2)] |-----|
